SampleID,Project,SampleName,PMID,Genotype,Ecotype,Tissue,TotalReads,UniqueMappedRate,ReleaseDate,TissueClean,VegetativeRepro,AboveBelow,AT1G01010,PC1,PC2
GSM3854933,PRJNA546597,Light7-2 total RNA,31560104,Other,Col-0,primary root,38016426,0.797,9/26/2019,Root,Vegetative,Below,31.457544,-38.8689017228731,164.4105275663197
SRX5995762,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_24hai_Rep1_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23922809,0.921,3/27/2020,Cotyledon,Vegetative,Above,82.112961,-27.521019162459737,17.687317587871018
SRX5995763,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_24hai_Rep2_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23934709,0.923,3/27/2020,Cotyledon,Vegetative,Above,87.729149,-29.771290795832332,12.014228795150865
SRX5995764,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_12hai_Rep2_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23917326,0.919,3/27/2020,Cotyledon,Vegetative,Above,106.700356,-26.73681340802244,0.8302813077120316
SRX5995765,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_12hai_Rep3_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23886022,0.92,3/27/2020,Cotyledon,Vegetative,Above,96.412048,-29.062946800963395,-1.9849400299829512
SRX5995766,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_0hai_Rep3_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23916731,0.915,3/27/2020,Cotyledon,Vegetative,Above,80.753067,-26.21249690919344,-19.624967284752476
SRX5995767,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_12hai_Rep1_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23863202,0.915,3/27/2020,Cotyledon,Vegetative,Above,106.605186,-25.678987468254103,0.33269547381477915
SRX5995768,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_0hai_Rep1_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23924293,0.918,3/27/2020,Cotyledon,Vegetative,Above,78.491524,-27.1708272170631,-20.577446160250187
SRX5995769,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_0hai_Rep2_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23850837,0.917,3/27/2020,Cotyledon,Vegetative,Above,76.378357,-29.892076737155758,-16.954243497011703
SRX5995770,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_24hai_Rep3_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23891783,0.921,3/27/2020,Cotyledon,Vegetative,Above,85.263222,-30.994998011382528,17.052342475581252
SRX5995771,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_36hai_Rep1_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23868157,0.921,3/27/2020,Cotyledon,Vegetative,Above,93.001541,-22.59493343332465,31.47247542860495
SRX5995774,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_48hai_Rep3_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23353736,0.885,3/27/2020,Cotyledon,Vegetative,Above,77.910721,-22.39742595652719,33.063008585708374
SRX5995775,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_60hai_Rep1_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23171292,0.895,3/27/2020,Cotyledon,Vegetative,Above,76.447289,-25.30424295858271,38.56519328897494
SRX5995776,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_60hai_Rep2_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23089813,0.895,3/27/2020,Cotyledon,Vegetative,Above,83.242477,-20.359939583357196,36.44304549562082
SRX5995777,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_60hai_Rep3_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23355160,0.882,3/27/2020,Cotyledon,Vegetative,Above,68.857407,-19.29686572551214,39.524915446440275
SRX5995778,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_36hai_Rep2_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23962891,0.924,3/27/2020,Cotyledon,Vegetative,Above,75.0382,-19.098295494946125,33.76180641130196
SRX5995779,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_36hai_Rep3_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23901535,0.92,3/27/2020,Cotyledon,Vegetative,Above,79.472,-23.404570330962596,32.402515745991984
SRX5995780,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_48hai_Rep1_SingleEnd,Other,Other,Col-0,in vitro cotyledon,23872129,0.925,3/27/2020,Cotyledon,Vegetative,Above,74.571083,-17.420609453258965,33.762444217383916
SRX5995781,PRJNA547955,LinWei_RNA_Seq_Col-0_cotyledon_48hai_Rep2_SingleEnd,Other,Other,Col-0,in vitro cotyledon,24210220,0.816,3/27/2020,Cotyledon,Vegetative,Above,81.25901,-30.19670832901714,42.061626922138146
SRX5995782,PRJNA547955,LinWei_RNA_Seq_rdd-2_0hai_cotyledon_Rep1,Other,Other,Col-0,in vitro cotyledon,19161466,0.95,3/27/2020,Cotyledon,Vegetative,Above,15.831399,-25.935764660052126,-26.44222143258018
SRX5995783,PRJNA547955,LinWei_RNA_Seq_rdd-2_0hai_cotyledon_Rep2,Other,Other,Col-0,in vitro cotyledon,20353801,0.946,3/27/2020,Cotyledon,Vegetative,Above,16.06601,-27.711233668347585,-26.082039120592512
SRX5995784,PRJNA547955,LinWei_RNA_Seq_Col-0_48hai_cotyledon_Rep1,Other,Other,Col-0,in vitro cotyledon,20583297,0.946,3/27/2020,Cotyledon,Vegetative,Above,60.225719,-24.38418528259731,38.80971568095854
SRX5995785,PRJNA547955,LinWei_RNA_Seq_Col-0_48hai_cotyledon_Rep2,Other,Other,Col-0,in vitro cotyledon,20579767,0.945,3/27/2020,Cotyledon,Vegetative,Above,58.712139,-24.11385958690404,38.80940732764658
SRX5995786,PRJNA547955,LinWei_RNA_Seq_Col-0_0hai_cotyledon_Rep1,Other,Other,Col-0,in vitro cotyledon,21009728,0.945,3/27/2020,Cotyledon,Vegetative,Above,16.482933,-28.126207106142388,-27.57704836171799
SRX5995787,PRJNA547955,LinWei_RNA_Seq_Col-0_0hai_cotyledon_Rep2,Other,Other,Col-0,in vitro cotyledon,23535079,0.944,3/27/2020,Cotyledon,Vegetative,Above,18.511311,-30.63955652434164,-26.330046830607078
SRX5995790,PRJNA547955,LinWei_RNA_Seq_rdd-2_48hai_cotyledon_Rep1,Other,Other,Col-0,in vitro cotyledon,21046238,0.947,3/27/2020,Cotyledon,Vegetative,Above,60.35611,-22.222266854637184,35.24665178489534
SRX5995791,PRJNA547955,LinWei_RNA_Seq_rdd-2_48hai_cotyledon_Rep2,Other,Other,Col-0,in vitro cotyledon,20512344,0.946,3/27/2020,Cotyledon,Vegetative,Above,58.842476,-22.32983987342362,35.11628973767777
GSM3863056,PRJNA547995,RNA-Seq-Col-Control-Rep1,32312999,Other,Col-0,seedings,33115474,0.909,3/25/2020,Other,Other,Other,15.049866,-61.47034892623852,30.09363146215849
GSM3863057,PRJNA547995,RNA-Seq-Col-Control-Rep2,32312999,Other,Col-0,seedings,32973472,0.9,3/25/2020,Other,Other,Other,14.304015,-63.07854372892182,31.35108261002256
GSM3863058,PRJNA547995,RNA-Seq-Col-Heat-Rep1,32312999,Other,Col-0,seedings,33578171,0.908,3/25/2020,Other,Other,Other,12.821888,-65.59891977781086,25.742920792207343
GSM3863059,PRJNA547995,RNA-Seq-Col-Heat-Rep2,32312999,Other,Col-0,seedings,25963048,0.902,3/25/2020,Other,Other,Other,14.460535,-55.52051413732057,21.087891054159517
GSM3863060,PRJNA547995,RNA-Seq-Col-Recovery-Rep1,32312999,Other,Col-0,seedings,27037331,0.845,3/25/2020,Other,Other,Other,12.902145,-56.30766836531675,16.351445743346915
GSM3863061,PRJNA547995,RNA-Seq-Col-Recovery-Rep2,32312999,Other,Col-0,seedings,26237461,0.8220000000000001,3/25/2020,Other,Other,Other,12.743724,-47.21203203671267,13.146111811587609
SRX6043988,PRJNA548363,Mock-1,31475431,wild type,Col-0,collet,33162686,0.777,8/22/2019,Other,Other,Other,14.475916,-55.65855018517923,42.10035954990514
SRX6043989,PRJNA548363,Mock-4,31475431,map4k4,Col-0,collet,33027144,0.792,8/22/2019,Other,Other,Other,15.820144,-53.99012168947786,34.825826453545076
SRX6043990,PRJNA548363,Mock-3,31475431,wild type,Col-0,collet,29672547,0.7509999999999999,8/22/2019,Other,Other,Other,15.214789,-51.92207563100709,37.830809956910706
SRX6043991,PRJNA548363,Mock-2,31475431,wild type,Col-0,collet,35314218,0.764,8/22/2019,Other,Other,Other,13.929308,-57.297815114903806,44.35510562992343
SRX6045937,PRJNA548399,g-P-3,Other,gcn5,Wassilewskija,Whole seedling,12162929,0.7859999999999999,6/11/2019,Seedling,WholePlant,WholePlant,6.634859,-22.670436893933847,16.017474269583953
SRX6045938,PRJNA548399,g-P-2,Other,gcn5,Wassilewskija,Whole seedling,13093903,0.862,6/11/2019,Seedling,WholePlant,WholePlant,15.392061,-36.04518165904789,49.37188663783452
SRX6045939,PRJNA548399,W-2,Other,wild type,Wassilewskija,Whole seedling,9906287,0.893,6/11/2019,Seedling,WholePlant,WholePlant,10.78579,-28.715244600170433,19.758250066116773
SRX6045940,PRJNA548399,W-1,Other,wild type,Wassilewskija,Whole seedling,10960467,0.872,6/11/2019,Seedling,WholePlant,WholePlant,12.827022,-35.95079914650587,16.672494673799843
SRX6045941,PRJNA548399,W-P-1,Other,wild type,Wassilewskija,Whole seedling,12053087,0.8740000000000001,6/11/2019,Seedling,WholePlant,WholePlant,22.380894,-17.342365433608524,32.812004351344136
SRX6045942,PRJNA548399,W-3,Other,wild type,Wassilewskija,Whole seedling,12346981,0.92,6/11/2019,Seedling,WholePlant,WholePlant,14.653837,-46.45445719043855,11.267915551230951
SRX6045943,PRJNA548399,W-P-3,Other,wild type,Wassilewskija,Whole seedling,14505253,0.818,6/11/2019,Seedling,WholePlant,WholePlant,17.117737,-32.66750003763772,11.32510175346358
SRX6045945,PRJNA548399,g-2,Other,gcn5,Wassilewskija,Whole seedling,10344450,0.861,6/11/2019,Seedling,WholePlant,WholePlant,7.365205,-30.694479216149926,21.19303792234187
SRX6045946,PRJNA548399,g-1,Other,gcn5,Wassilewskija,Whole seedling,10830450,0.8759999999999999,6/11/2019,Seedling,WholePlant,WholePlant,7.176015,-34.58987289781888,25.284063743151123
SRX6045947,PRJNA548399,g-P-1,Other,gcn5,Wassilewskija,Whole seedling,12301600,0.8029999999999999,6/11/2019,Seedling,WholePlant,WholePlant,14.984622,-32.8269206312363,42.26586787142496
SRX6045948,PRJNA548399,g-3,Other,gcn5,Wassilewskija,Whole seedling,11260118,0.913,6/11/2019,Seedling,WholePlant,WholePlant,10.962385,-44.4685713916076,21.088272266153542
GSM3891038,PRJNA548877,Ler#1,Other,Other,Ler,leaf,34941233,0.898,10/21/2019,Leaf,Vegetative,Above,6.568768,-30.5491077608078,-74.86583150274585
GSM3891039,PRJNA548877,Ler#2,Other,Other,Ler,leaf,38994126,0.887,10/21/2019,Leaf,Vegetative,Above,5.674465,-30.554068968624808,-72.94805175734213
GSM3891040,PRJNA548877,Ler#3,Other,Other,Ler,leaf,34744449,0.901,10/21/2019,Leaf,Vegetative,Above,5.710791,-31.734975507492226,-70.97043091580827
GSM3891041,PRJNA548877,rse1#1,Other,rse1-1,Other,leaf,42851843,0.885,10/21/2019,Leaf,Vegetative,Above,25.911329,-28.956499314292532,-36.72438992241178
GSM3891042,PRJNA548877,rse1#2,Other,rse1-1,Other,leaf,32344287,0.885,10/21/2019,Leaf,Vegetative,Above,21.809378,-24.072968527370886,-45.34849417329235
GSM3891043,PRJNA548877,rse1#3,Other,rse1-1,Other,leaf,37028763,0.8690000000000001,10/21/2019,Leaf,Vegetative,Above,26.076097,-28.849397983797033,-39.201807718564844
GSM3895150,PRJNA549285,Col_Dark-1_stranded_mRNAseq,32086365,wild type,Col-0,Whole seedlings,19939966,0.845,4/21/2020,Seedling,WholePlant,WholePlant,26.294661,-37.79522935387484,63.54108297771782
GSM3895151,PRJNA549285,Col_Dark-2_stranded_mRNAseq,32086365,wild type,Col-0,Whole seedlings,18075147,0.909,4/21/2020,Seedling,WholePlant,WholePlant,26.191053,-30.76371736327722,60.669728210338874
GSM3895152,PRJNA549285,Col_Dark-3_stranded_mRNAseq,32086365,wild type,Col-0,Whole seedlings,18916002,0.845,4/21/2020,Seedling,WholePlant,WholePlant,25.256132,-36.22541864272084,61.7259537684244
GSM3895153,PRJNA549285,hy5_Dark-1_stranded_mRNAseq,32086365,hy5/hy5,Col-0,Whole seedlings,14974944,0.898,4/21/2020,Seedling,WholePlant,WholePlant,20.79743,-31.884528965435116,57.170667127072406
GSM3895154,PRJNA549285,hy5_Dark-2_stranded_mRNAseq,32086365,hy5/hy5,Col-0,Whole seedlings,13094313,0.89,4/21/2020,Seedling,WholePlant,WholePlant,19.952421,-26.68664422999959,56.91165048269873
GSM3895155,PRJNA549285,hy5_Dark-3_stranded_mRNAseq,32086365,hy5/hy5,Col-0,Whole seedlings,15588508,0.8420000000000001,4/21/2020,Seedling,WholePlant,WholePlant,16.689796,-28.923423341845886,58.19309830776267
GSM3895157,PRJNA549285,OX_Dark-2_stranded_mRNAseq,32086365,35S:FLASH-HY5 (hy5/hy5),Col-0,Whole seedlings,9866255,0.8140000000000001,4/21/2020,Seedling,WholePlant,WholePlant,15.824347,-6.944421112349349,45.6144960346455
GSM3895158,PRJNA549285,OX_Dark-3_stranded_mRNAseq,32086365,35S:FLASH-HY5 (hy5/hy5),Col-0,Whole seedlings,11284970,0.8590000000000001,4/21/2020,Seedling,WholePlant,WholePlant,17.618216,-10.768825584033602,44.478213593311324
GSM3895159,PRJNA549285,VP16_Dark-1_stranded_mRNAseq,32086365,35S:FLASH-HY5-VP16 (hy5/hy5),Col-0,Whole seedlings,11340421,0.926,4/21/2020,Seedling,WholePlant,WholePlant,15.608068,-15.89304422361716,50.04842412103012
GSM3895160,PRJNA549285,VP16_Dark-2_stranded_mRNAseq,32086365,35S:FLASH-HY5-VP16 (hy5/hy5),Col-0,Whole seedlings,14951616,0.85,4/21/2020,Seedling,WholePlant,WholePlant,16.143135,-26.037413769291575,56.71684033179048
GSM3895161,PRJNA549285,VP16_Dark-3_stranded_mRNAseq,32086365,35S:FLASH-HY5-VP16 (hy5/hy5),Col-0,Whole seedlings,13766957,0.847,4/21/2020,Seedling,WholePlant,WholePlant,14.912331,-25.939796055261276,54.35993257630951
GSM3895162,PRJNA549285,SRDX_Dark-1_stranded_mRNAseq,32086365,35S:FLASH-HY5-SRDX (hy5/hy5),Col-0,Whole seedlings,16068119,0.898,4/21/2020,Seedling,WholePlant,WholePlant,21.693663,-28.373513539156473,59.10984700508192
GSM3895163,PRJNA549285,SRDX_Dark-2_stranded_mRNAseq,32086365,35S:FLASH-HY5-SRDX (hy5/hy5),Col-0,Whole seedlings,10350192,0.903,4/21/2020,Seedling,WholePlant,WholePlant,23.922623,-10.33991122671217,53.69820691275586
GSM3895164,PRJNA549285,Col_1.5h_Light-1_stranded_mRNAseq,32086365,wild type,Col-0,Whole seedlings,18954991,0.857,4/21/2020,Seedling,WholePlant,WholePlant,24.647661,-37.94231843366634,46.78329152456079
GSM3895165,PRJNA549285,Col_1.5h_Light-2_stranded_mRNAseq,32086365,wild type,Col-0,Whole seedlings,25274412,0.888,4/21/2020,Seedling,WholePlant,WholePlant,25.173042,-44.15573380327115,54.66017493631962
GSM3895166,PRJNA549285,Col_1.5h_Light-3_stranded_mRNAseq,32086365,wild type,Col-0,Whole seedlings,17207805,0.835,4/21/2020,Seedling,WholePlant,WholePlant,23.709204,-28.681197800697376,45.757680056006016
GSM3895167,PRJNA549285,hy5_1.5h_Light-1_stranded_mRNAseq,32086365,hy5/hy5,Col-0,Whole seedlings,19731600,0.853,4/21/2020,Seedling,WholePlant,WholePlant,20.836189,-37.82471957939924,46.75020022011348
GSM3895168,PRJNA549285,hy5_1.5h_Light-2_stranded_mRNAseq,32086365,hy5/hy5,Col-0,Whole seedlings,21587647,0.865,4/21/2020,Seedling,WholePlant,WholePlant,21.107628,-40.400474142572634,48.10934119845757
GSM3895169,PRJNA549285,hy5_1.5h_Light-3_stranded_mRNAseq,32086365,hy5/hy5,Col-0,Whole seedlings,24335989,0.867,4/21/2020,Seedling,WholePlant,WholePlant,22.042007,-42.672693875827434,47.36474053386329
GSM3895170,PRJNA549285,OX_1.5h_Light-1_stranded_mRNAseq,32086365,35S:FLASH-HY5 (hy5/hy5),Col-0,Whole seedlings,20776822,0.7709999999999999,4/21/2020,Seedling,WholePlant,WholePlant,17.224773,-37.58005741083261,44.99651878795359
GSM3895171,PRJNA549285,OX_1.5h_Light-2_stranded_mRNAseq,32086365,35S:FLASH-HY5 (hy5/hy5),Col-0,Whole seedlings,17497585,0.836,4/21/2020,Seedling,WholePlant,WholePlant,17.401329,-28.243634878279227,37.260323991770285
GSM3895172,PRJNA549285,OX_1.5h_Light-3_stranded_mRNAseq,32086365,35S:FLASH-HY5 (hy5/hy5),Col-0,Whole seedlings,15807496,0.84,4/21/2020,Seedling,WholePlant,WholePlant,15.603335,-22.415037299421442,33.25225182458734
GSM3895173,PRJNA549285,VP16_1.5h_Light-1_stranded_mRNAseq,32086365,35S:FLASH-HY5-VP16 (hy5/hy5),Col-0,Whole seedlings,22850666,0.845,4/21/2020,Seedling,WholePlant,WholePlant,18.048574,-41.02273906563206,42.82001237631272
GSM3895174,PRJNA549285,VP16_1.5h_Light-2_stranded_mRNAseq,32086365,35S:FLASH-HY5-VP16 (hy5/hy5),Col-0,Whole seedlings,21996950,0.871,4/21/2020,Seedling,WholePlant,WholePlant,21.017899,-34.99588272610271,44.75372662738869
GSM3895175,PRJNA549285,VP16_1.5h_Light-3_stranded_mRNAseq,32086365,35S:FLASH-HY5-VP16 (hy5/hy5),Col-0,Whole seedlings,20833686,0.802,4/21/2020,Seedling,WholePlant,WholePlant,21.687597,-35.339735622804625,45.138533327885725
GSM3895176,PRJNA549285,SRDX_1.5h_Light-1_stranded_mRNAseq,32086365,35S:FLASH-HY5-SRDX (hy5/hy5),Col-0,Whole seedlings,15491502,0.868,4/21/2020,Seedling,WholePlant,WholePlant,22.42207,-32.58691755079031,50.75690241063058
GSM3895177,PRJNA549285,SRDX_1.5h_Light-2_stranded_mRNAseq,32086365,35S:FLASH-HY5-SRDX (hy5/hy5),Col-0,Whole seedlings,19451187,0.8540000000000001,4/21/2020,Seedling,WholePlant,WholePlant,20.913862,-35.98075235858732,50.036765797050876
GSM3895178,PRJNA549285,SRDX_4h_Light-1_stranded_mRNAseq,32086365,35S:FLASH-HY5-SRDX (hy5/hy5),Col-0,Whole seedlings,18014052,0.8390000000000001,4/21/2020,Seedling,WholePlant,WholePlant,19.438272,-42.06230368856701,55.33825159877859
GSM3895179,PRJNA549285,SRDX_4h_Light-2_stranded_mRNAseq,32086365,35S:FLASH-HY5-SRDX (hy5/hy5),Col-0,Whole seedlings,17844878,0.8690000000000001,4/21/2020,Seedling,WholePlant,WholePlant,20.033587,-44.25316207009947,53.71164980040946
GSM3895180,PRJNA549285,hy5_4h_Light-1_stranded_mRNAseq,32086365,hy5/hy5,Col-0,Whole seedlings,16857959,0.903,4/21/2020,Seedling,WholePlant,WholePlant,20.01029,-35.62699913628269,37.979818961589565
GSM3895181,PRJNA549285,hy5_4h_Light-2_stranded_mRNAseq,32086365,hy5/hy5,Col-0,Whole seedlings,18231469,0.872,4/21/2020,Seedling,WholePlant,WholePlant,22.187223,-35.54499493522732,41.50282634640075
GSM3895192,PRJNA549286,15min-BCot_stranded_mRNAseq,32086365,wild type,Col-0,Cotyledons + SAM,13910164,0.76,4/21/2020,Other,Other,Other,8.090629,-0.15146277235379713,-38.31750654761183
GSM3895194,PRJNA549286,30min-BCot_stranded_mRNAseq,32086365,wild type,Col-0,Cotyledons + SAM,13467563,0.805,4/21/2020,Other,Other,Other,7.089112,-3.8620121719104805,-38.37532873248433
GSM3895197,PRJNA549286,3h-ACot_stranded_mRNAseq,32086365,wild type,Col-0,Cotyledons + SAM,26548973,0.792,4/21/2020,Other,Other,Other,12.237298,-3.2129816654444356,-55.55991587240437
GSM3895200,PRJNA549286,6h-BCot_stranded_mRNAseq,32086365,wild type,Col-0,Cotyledons + SAM,21399089,0.764,4/21/2020,Other,Other,Other,8.317161,-2.830486616760128,-63.262429699832055
GSM3895202,PRJNA549286,12h-BCot_stranded_mRNAseq,32086365,wild type,Col-0,Cotyledons + SAM,20768597,0.84,4/21/2020,Other,Other,Other,5.595883,-6.56275650300489,-66.89989970532326
GSM3895203,PRJNA549286,Dark-AHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,17444006,0.912,4/21/2020,Hypotocyl,Vegetative,Below,22.799675,5.736560871321124,84.27181829368693
GSM3895204,PRJNA549286,Dark-BHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,13253952,0.8809999999999999,4/21/2020,Hypotocyl,Vegetative,Below,24.299202,10.213061231239491,82.4166801378285
GSM3895205,PRJNA549286,15min-AHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,16213270,0.838,4/21/2020,Hypotocyl,Vegetative,Below,24.743109,3.344105006043545,81.07702139497265
GSM3895206,PRJNA549286,15min-BHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,14950304,0.905,4/21/2020,Hypotocyl,Vegetative,Below,24.861752,-1.0825521524465895,76.95036044577034
GSM3895207,PRJNA549286,30min-AHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,11469199,0.872,4/21/2020,Hypotocyl,Vegetative,Below,21.552887,10.97865769319209,74.05434253965747
GSM3895208,PRJNA549286,30min-BHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,15887669,0.885,4/21/2020,Hypotocyl,Vegetative,Below,27.267902,2.389182157409126,76.60898697810009
GSM3895209,PRJNA549286,1h-AHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,23002682,0.85,4/21/2020,Hypotocyl,Vegetative,Below,35.694111,-7.218875266147231,67.56944320393393
GSM3895210,PRJNA549286,1h-BHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,27283023,0.885,4/21/2020,Hypotocyl,Vegetative,Below,34.982792,-13.302497232190532,68.20330506698569
GSM3895211,PRJNA549286,3h-AHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,25881809,0.863,4/21/2020,Hypotocyl,Vegetative,Below,30.248697,-10.689157356402099,42.12828493527133
GSM3895212,PRJNA549286,3h-BHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,22833142,0.878,4/21/2020,Hypotocyl,Vegetative,Below,31.196335,-13.128502905806284,42.99347848168052
GSM3895213,PRJNA549286,6h-AHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,21624790,0.885,4/21/2020,Hypotocyl,Vegetative,Below,16.976213,-20.050266759678664,23.511311946636887
GSM3895214,PRJNA549286,6h-BHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,19652628,0.8170000000000001,4/21/2020,Hypotocyl,Vegetative,Below,16.157131,-14.639612822289495,19.74454224957973
GSM3895215,PRJNA549286,12h-AHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,19707807,0.879,4/21/2020,Hypotocyl,Vegetative,Below,12.300884,-26.98017592410547,12.150520379883774
GSM3895216,PRJNA549286,12h-BHypo_stranded_mRNAseq,32086365,wild type,Col-0,Hypocotyls,9978156,0.867,4/21/2020,Hypotocyl,Vegetative,Below,9.093076,-15.184309184416586,13.98689955207191
GSM3899015,PRJNA549850,6 h H2O_1,Other,wild-type,Col-0,seedlings,17428104,0.87,6/21/2019,Seedling,WholePlant,WholePlant,10.563705,-30.92328222385177,6.714178793099225
GSM3899016,PRJNA549850,24 h flg22_1,Other,wild-type,Col-0,seedlings,7916440,0.875,6/21/2019,Seedling,WholePlant,WholePlant,7.5344,-13.986039295450666,-8.335632155311782
GSM3899017,PRJNA549850,1 h nlp20_1,Other,wild-type,Col-0,seedlings,8854475,0.872,6/21/2019,Seedling,WholePlant,WholePlant,9.78882,-13.989313754357218,8.016995718509971
GSM3899018,PRJNA549850,24 h H2O_1,Other,wild-type,Col-0,seedlings,12232444,0.866,6/21/2019,Seedling,WholePlant,WholePlant,9.633603,-33.399753202844025,8.248090994210187
GSM3899019,PRJNA549850,24 h nlp20_1,Other,wild-type,Col-0,seedlings,25971549,0.866,6/21/2019,Seedling,WholePlant,WholePlant,14.4879,-42.93531262395315,4.141662196481287
GSM3899020,PRJNA549850,6 h flg22_1,Other,wild-type,Col-0,seedlings,23702743,0.873,6/21/2019,Seedling,WholePlant,WholePlant,13.60399,-9.663715925970582,23.82750132079736
